0	0	-6.11974e-05	0	0	-0	
0	0	-5.92734e-05	0	0	-0	
0	0	-5.80246e-05	0	0	-0	
0	0	-5.93883e-05	0	0	-0	
0	0	-6.15547e-05	0	0	-0	
0	0	-6.73666e-05	0	0	-0	
0	0	-7.75406e-05	0	0	-0	
0	0	-8.04142e-05	0	0	-0	
0	0	-8.14934e-05	0	0	-0	
0	0	-8.42824e-05	0	0	-0	
0	0	-0.000136318	0	0	-0.00532648	
0	0	-0.000152858	0	0	-0.00639178	
0	0.00289288	-0.000174514	0	0	-0.00852238	
0	0	-0.000201383	0	0.0850848	-0.0127836	
0	0	-0.000187812	0	0.0850848	-0.0170448	
0	0.00306305	-0.000254841	0	0.0850848	-0.0250345	
0	0.00306305	-0.000354737	0	0.0850848	-0.0356874	
0	0.00289288	-0.000463595	0	0.153153	-0.0442098	
0	0.00306305	-0.000556419	0	0.153153	-0.050069	
0.00306305	0.00289288	-0.000566951	0	0.153153	-0.0506016	
0.00289288	0.00612611	-0.000566248	0.0850848	0.153153	-0.050069	
0.00306305	0.00289288	-0.00054154	0.0850848	0.374373	-0.0474057	
0.00595594	0.00306305	-0.000593402	0.0850848	0.374373	-0.0532648	
0.00595594	0.00595594	-0.000768608	0.0850848	0.374373	-0.0751034	
0.00901899	0	-0.000979877	0.527526	0.374373	-0.0937461	
0.0134434	0.00595594	-0.00104453	0.527526	0.374373	-0.0980073	
0.0119119	0.00595594	-0.0010286	0.527526	0.374373	-0.0948114	
0.018038	0.00306305	-0.00111058	0.527526	0.374373	-0.108128	
0.0163363	0.00289288	-0.00124167	1.31031	0.374373	-0.131032	
0.0195695	0.00306305	-0.00136996	1.31031	0.374373	-0.143282	
0.0178678	0.00289288	-0.00142302	1.31031	0.374373	-0.135293	
0.0209309	0	-0.00132514	1.31031	0.374373	-0.121977	
0.0224624	0.00306305	-0.00130717	1.87187	0.238237	-0.128368	
0.0268868	0.00595594	-0.00154436	1.87187	0.238237	-0.160327	
0.0255254	0.00306305	-0.00192687	1.87187	0.238237	-0.193884	
0.0268868	0.00289288	-0.00209192	1.87187	0.238237	-0.202939	
0.0343743	0.00612611	-0.00198573	2.58658	0.459458	-0.188025	
0.0343743	0.00595594	-0.00181077	2.58658	0.459458	-0.170448	
0.0374373	0.00595594	-0.00174628	2.58658	0.459458	-0.170448	
0.0418617	0.00901899	-0.00183319	2.58658	0.459458	-0.186427	
0.0403302	0.00884882	-0.00212357	3.67566	0.748746	-0.219451	
0.0478177	0.012082	-0.00241125	3.67566	0.748746	-0.243953	
0.0508807	0.0103803	-0.00258518	3.67566	0.748746	-0.2594	
0.0493492	0.0134434	-0.00271361	3.67566	0.748746	-0.271118	
0.0583682	0.012082	-0.00279466	4.86685	1.2082	-0.275912	
0.0568366	0.0119119	-0.00284197	4.86685	1.2082	-0.282304	
0.0524122	0.0178678	-0.00300669	4.86685	1.2082	-0.307338	
0.0718116	0.0149749	-0.00336819	4.86685	1.2082	-0.343558	
0.0687485	0.0134434	-0.00366789	6.024	1.46346	-0.372321	
0.0733431	0.0149749	-0.00388091	6.024	1.46346	-0.390964	
0.067217	0.0149749	-0.00395479	6.024	1.46346	-0.39416	
0.0837234	0.0105505	-0.00400603	6.024	1.46346	-0.40428	
0.0898495	0.0134434	-0.00411518	7.21519	1.36136	-0.420792	
0.0925723	0.00884882	-0.00421897	7.21519	1.36136	-0.430913	
0.0733431	0.00612611	-0.00428464	7.21519	1.36136	-0.434109	
0.0986984	0.00884882	-0.00420876	7.21519	1.36136	-0.421858	
0.0958055	0.00595594	-0.00406396	8.89987	0.748746	-0.405345	
0.0956353	0.00306305	-0.00410894	8.89987	0.748746	-0.412803	
0.107717	0.00901899	-0.00434197	8.89987	0.748746	-0.435706	
0.113673	0.00595594	-0.004396	8.89987	0.748746	-0.439435	
0.113673	0.00901899	-0.00430373	10.3633	0.680678	-0.433576	
0.121161	0.00289288	-0.00432586	10.3633	0.680678	-0.441566	
0.122692	0.00306305	-0.00437095	10.3633	0.680678	-0.436239	
0.113673	0.00901899	-0.00424831	10.3633	0.680678	-0.427717	
0.124054	0.00289288	-0.00437276	12.082	0.459458	-0.447425	
0.148048	0.00306305	-0.00471248	12.082	0.459458	-0.477786	
0.149579	0.00289288	-0.00483654	12.082	0.459458	-0.495363	
0.128648	0.00306305	-0.00484767	12.082	0.459458	-0.493232	
0.118098	0.00289288	-0.00472656	13.6816	0.306305	-0.472459	
0.149579	0.00612611	-0.00452518	13.6816	0.306305	-0.45861	
0.124224	0.00595594	-0.00474031	13.6816	0.306305	-0.493232	
0.173403	0.00289288	-0.00524375	13.6816	0.306305	-0.540638	
0.172041	0.00901899	-0.00539505	13.9879	0.612611	-0.569934	
0.222922	0.00901899	-0.00567434	13.9879	0.612611	-0.582185	
0.0896794	0.00595594	-0.00573415	13.9879	0.612611	-0.577924	
0.165915	0.00901899	-0.00602825	13.9879	0.612611	-0.620003	
0.184124	0.00884882	-0.00646545	16.3022	0.833831	-0.651962	
0.159959	0.00901899	-0.00646371	16.3022	0.833831	-0.659951	
0.245214	0.00901899	-0.00652067	16.3022	0.833831	-0.665278	
0.203523	0.00748746	-0.00657717	17.6126	0.833831	-0.68179	
0.20029	0.00901899	-0.00676912	17.6126	0.867865	-0.700433	
0.177997	0.00884882	-0.00691366	17.6126	0.867865	-0.71002	
0.179529	0.0149749	-0.00695103	17.6126	0.867865	-0.704694	
0.183953	0.012082	-0.00690485	18.6336	0.867865	-0.696704	
0.187016	0.0193993	-0.00703768	18.6336	1.39539	-0.71588	
0.188378	0.0149749	-0.0071766	18.6336	1.39539	-0.745175	
0.213903	0.0149749	-0.00735966	18.6336	1.39539	-0.750502	
0.215435	0.00884882	-0.0071955	19.8248	1.39539	-0.727598	
0.204884	0.00595594	-0.00715167	19.8248	1.12312	-0.719075	
0.198928	0.00612611	-0.0068659	19.8248	1.12312	-0.693508	
0.21084	0.00595594	-0.00661199	19.8248	1.12312	-0.671137	
0.201821	0	-0.00666437	20.4204	1.12312	-0.68179	
0.21101	0.00595594	-0.00680753	20.4204	0.459458	-0.697237	
0.207777	0.00595594	-0.00670997	20.4204	0.459458	-0.687649	
0.224454	0.00595594	-0.00628536	20.4204	0.459458	-0.631721	
0.215265	0.00595594	-0.00585841	21.3223	0.459458	-0.584848	
0.239429	0.0136136	-0.00539783	21.3223	0.799797	-0.562477	
0.224284	0.00595594	-0.00533769	21.3223	0.799797	-0.545965	
0.213903	0.00289288	-0.00526522	21.3223	0.799797	-0.529985	
0.24079	0	-0.00500839	22.9559	0.799797	-0.498559	
0.227347	0.00306305	-0.00435412	22.9559	0.306305	-0.439968	
0.218328	0.00289288	-0.00373035	22.9559	0.306305	-0.380844	
0.24079	0	-0.00357064	22.9559	0.306305	-0.346754	
0.242322	0	-0.00312318	23.109	0.306305	-0.302544	
0.248277	0	-0.00261912	23.109	0.0850848	-0.254606	
0.215265	0	-0.00219279	23.109	0.0850848	-0.22531	
0.287246	0	-0.00210003	23.109	0.0850848	-0.217321	
0.231771	0	-0.00221124	24.6916	0.0850848	-0.220516	
0.227347	0	-0.00169264	24.6916	0	-0.156066	
0.255765	0	-0.000979204	24.6916	0	-0.0996053	
0.245214	0	-0.000788293	24.6916	0	-0.0942788	
0.242322	0	-0.00101429	24.0109	0	-0.113987	
0.263252	0	-0.00121817	24.0109	0	-0.116117	
0.242322	0	-0.00117561	24.0109	0	-0.113454	
0.251341	0	-0.000930408	24.0109	0	-0.0958767	
0.248277	0	-0.000850544	25.1	0	-0.104932	
0.258658	0	-0.00120162	25.1	0	-0.128901	
0.267677	-0.00136136	-0.00138786	25.1	0	-0.141152	
0.243853	0	-0.00149105	25.1	0	-0.157131	
